Year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
1964,0.027760,0.001643,0.001094,0.000805,0.000714,0.000624,0.000560,0.000509,0.000462,0.000418,0.000390,0.000396,0.000462,0.000600,0.000790,0.001003,0.001206,0.001384,0.001521,0.001623,0.001726,0.001827,0.001886,0.001892,0.001861,0.001817,0.001786,0.001777,0.001803,0.001861,0.001934,0.002017,0.002118,0.002236,0.002376,0.002543,0.002739,0.002965,0.003222,0.003513,0.003847,0.004224,0.004636,0.005083,0.005573,0.006106,0.006703,0.007390,0.008183,0.009068,0.010065,0.011120,0.012155,0.013136,0.014119,0.015129,0.016303,0.017779,0.019640,0.021799,0.024164,0.026558,0.028861,0.030983,0.033020,0.035208,0.037638,0.040201,0.042913,0.045832,0.049004,0.052515,0.056449,0.060865,0.065759,0.071210,0.077103,0.083255,0.089602,0.096315,0.103423,0.111329,0.120489,0.131129,0.142953,0.155501,0.168395,0.181414,0.194498,0.207731,0.221239,0.235161,0.249637,0.264781,0.280696,0.297000,0.313650,0.330600,0.347798,0.365188,0.383448,0.402620,0.422751,0.443889,0.466083,0.489387,0.513857,0.539549,0.566527,0.594853,0.624596,0.655826,0.688617,0.723048,0.759200,0.797160,0.837018,0.878869,0.922813,0.968953
1965,0.027527,0.001608,0.001031,0.000801,0.000701,0.000615,0.000554,0.000505,0.000456,0.000408,0.000374,0.000377,0.000443,0.000588,0.000789,0.001016,0.001230,0.001414,0.001551,0.001648,0.001743,0.001837,0.001894,0.001905,0.001884,0.001852,0.001830,0.001821,0.001835,0.001872,0.001920,0.001983,0.002074,0.002199,0.002357,0.002546,0.002760,0.002995,0.003247,0.003524,0.003842,0.004207,0.004610,0.005054,0.005546,0.006079,0.006677,0.007376,0.008195,0.009116,0.010155,0.011247,0.012299,0.013269,0.014221,0.015198,0.016345,0.017805,0.019665,0.021835,0.024209,0.026614,0.028950,0.031132,0.033247,0.035537,0.038061,0.040663,0.043339,0.046175,0.049236,0.052674,0.056634,0.061213,0.066363,0.072132,0.078310,0.084638,0.091005,0.097640,0.104625,0.112482,0.121765,0.132758,0.145086,0.158172,0.171540,0.184912,0.198219,0.211571,0.225127,0.239070,0.253579,0.268805,0.284880,0.301357,0.318197,0.335355,0.352780,0.370419,0.388940,0.408387,0.428806,0.450246,0.472759,0.496397,0.521216,0.547277,0.574641,0.603373,0.633542,0.665219,0.698480,0.733404,0.770074,0.808578,0.849007,0.891457,0.936030,0.982831
1966,0.026550,0.001674,0.001030,0.000795,0.000682,0.000609,0.000559,0.000515,0.000467,0.000414,0.000374,0.000371,0.000440,0.000597,0.000816,0.001061,0.001292,0.001494,0.001648,0.001761,0.001875,0.001986,0.002046,0.002041,0.001991,0.001925,0.001873,0.001846,0.001858,0.001906,0.001970,0.002043,0.002139,0.002258,0.002403,0.002577,0.002781,0.003013,0.003272,0.003564,0.003899,0.004278,0.004695,0.005151,0.005653,0.006201,0.006813,0.007512,0.008310,0.009198,0.010190,0.011244,0.012302,0.013338,0.014395,0.015503,0.016759,0.018254,0.020047,0.022082,0.024299,0.026581,0.028856,0.031066,0.033275,0.035664,0.038274,0.040994,0.043823,0.046829,0.050077,0.053672,0.057696,0.062215,0.067213,0.072786,0.078783,0.084964,0.091242,0.097826,0.104762,0.112537,0.121691,0.132495,0.144594,0.157436,0.170571,0.183732,0.196853,0.210037,0.223436,0.237223,0.251568,0.266614,0.282488,0.298768,0.315416,0.332391,0.349644,0.367126,0.385483,0.404757,0.424995,0.446244,0.468557,0.491984,0.516584,0.542413,0.569533,0.598010,0.627911,0.659306,0.692271,0.726885,0.763229,0.801391,0.841460,0.883533,0.927710,0.974095
1967,0.025128,0.001507,0.000990,0.000794,0.000666,0.000593,0.000542,0.000499,0.000451,0.000400,0.000361,0.000361,0.000433,0.000593,0.000818,0.001067,0.001302,0.001510,0.001670,0.001790,0.001911,0.002028,0.002091,0.002087,0.002036,0.001969,0.001915,0.001884,0.001892,0.001934,0.001989,0.002055,0.002149,0.002276,0.002434,0.002623,0.002839,0.003073,0.003321,0.003592,0.003899,0.004254,0.004654,0.005104,0.005608,0.006163,0.006775,0.007459,0.008219,0.009054,0.009981,0.010978,0.012004,0.013044,0.014131,0.015277,0.016554,0.018039,0.019775,0.021719,0.023848,0.026054,0.028235,0.030333,0.032427,0.034662,0.037142,0.039861,0.042859,0.046141,0.049708,0.053543,0.057645,0.062016,0.066696,0.071890,0.077526,0.083350,0.089302,0.095577,0.102186,0.109604,0.118395,0.128835,0.140568,0.153045,0.165812,0.178605,0.191355,0.204169,0.217202,0.230628,0.244622,0.259329,0.274881,0.290818,0.307099,0.323678,0.340508,0.357533,0.375410,0.394180,0.413889,0.434584,0.456313,0.479128,0.503085,0.528239,0.554651,0.582383,0.611503,0.642078,0.674182,0.707891,0.743285,0.780450,0.819472,0.860446,0.903468,0.948641
1968,0.024549,0.001490,0.000989,0.000767,0.000660,0.000603,0.000566,0.000529,0.000480,0.000423,0.000375,0.000367,0.000439,0.000612,0.000856,0.001127,0.001381,0.001606,0.001784,0.001920,0.002058,0.002189,0.002257,0.002246,0.002178,0.002089,0.002017,0.001974,0.001978,0.002024,0.002086,0.002157,0.002252,0.002375,0.002526,0.002709,0.002920,0.003155,0.003412,0.003697,0.004021,0.004390,0.004804,0.005266,0.005780,0.006350,0.006978,0.007666,0.008418,0.009238,0.010143,0.011128,0.012171,0.013267,0.014436,0.015677,0.017040,0.018591,0.020363,0.022321,0.024461,0.026686,0.028890,0.031018,0.033148,0.035429,0.037961,0.040726,0.043764,0.047087,0.050722,0.054655,0.058868,0.063360,0.068188,0.073487,0.079275,0.085466,0.092062,0.099150,0.106791,0.115134,0.124318,0.134429,0.145404,0.157130,0.169517,0.182511,0.196101,0.210311,0.225175,0.240725,0.256987,0.273980,0.291709,0.309727,0.327947,0.346274,0.364607,0.382837,0.401979,0.422078,0.443182,0.465341,0.488608,0.513038,0.538690,0.565625,0.593906,0.623601,0.654781,0.687520,0.721896,0.757991,0.795891,0.835685,0.877470,0.921343,0.967410,1.000000
1969,0.023495,0.001384,0.000961,0.000766,0.000648,0.000599,0.000568,0.000532,0.000480,0.000413,0.000353,0.000338,0.000413,0.000603,0.000875,0.001176,0.001456,0.001701,0.001884,0.002017,0.002149,0.002276,0.002339,0.002323,0.002251,0.002157,0.002078,0.002027,0.002022,0.002057,0.002107,0.002168,0.002258,0.002382,0.002539,0.002726,0.002942,0.003184,0.003452,0.003749,0.004085,0.004461,0.004872,0.005318,0.005803,0.006345,0.006944,0.007591,0.008284,0.009036,0.009857,0.010763,0.011773,0.012899,0.014136,0.015470,0.016896,0.018432,0.020083,0.021844,0.023757,0.025782,0.027839,0.029897,0.032014,0.034290,0.036794,0.039527,0.042522,0.045788,0.049376,0.053254,0.057360,0.061680,0.066291,0.071294,0.076796,0.082847,0.089506,0.096767,0.104616,0.113016,0.121949,0.131404,0.141428,0.152086,0.163427,0.175482,0.188256,0.201734,0.215892,0.230701,0.246128,0.262138,0.278693,0.295561,0.312672,0.329951,0.347317,0.364683,0.382917,0.402063,0.422166,0.443274,0.465438,0.488710,0.513145,0.538803,0.565743,0.594030,0.623731,0.654918,0.687664,0.722047,0.758149,0.796057,0.835860,0.877653,0.921535,0.967612
1970,0.022458,0.001319,0.000910,0.000778,0.000640,0.000584,0.000546,0.000509,0.000460,0.000402,0.000353,0.000346,0.000421,0.000598,0.000850,0.001128,0.001388,0.001621,0.001806,0.001948,0.002094,0.002232,0.002301,0.002281,0.002199,0.002092,0.002004,0.001953,0.001961,0.002017,0.002093,0.002174,0.002272,0.002387,0.002521,0.002682,0.002875,0.003103,0.003369,0.003674,0.004019,0.004401,0.004814,0.005254,0.005729,0.006261,0.006851,0.007488,0.008171,0.008913,0.009718,0.010611,0.011619,0.012759,0.014021,0.015389,0.016842,0.018374,0.019976,0.021662,0.023476,0.025417,0.027444,0.029550,0.031764,0.034157,0.036745,0.039489,0.042392,0.045494,0.048870,0.052551,0.056515,0.060778,0.065380,0.070386,0.075831,0.081717,0.088066,0.094911,0.102242,0.110126,0.118670,0.127923,0.137837,0.148337,0.159358,0.170861,0.182833,0.195286,0.208237,0.221704,0.235701,0.250239,0.265321,0.280767,0.296536,0.312581,0.328852,0.345295,0.362560,0.380688,0.399722,0.419708,0.440693,0.462728,0.485864,0.510158,0.535666,0.562449,0.590571,0.620100,0.651105,0.683660,0.717843,0.753735,0.791422,0.830993,0.872543,0.916170
1971,0.021267,0.001283,0.000870,0.000735,0.000622,0.000573,0.000541,0.000506,0.000456,0.000392,0.000335,0.000322,0.000395,0.000578,0.000840,0.001131,0.001402,0.001636,0.001811,0.001935,0.002058,0.002177,0.002240,0.002234,0.002180,0.002107,0.002046,0.002006,0.002003,0.002031,0.002072,0.002124,0.002207,0.002327,0.002481,0.002668,0.002879,0.003105,0.003342,0.003599,0.003889,0.004223,0.004603,0.005035,0.005519,0.006063,0.006659,0.007294,0.007964,0.008683,0.009464,0.010333,0.011313,0.012421,0.013647,0.014984,0.016408,0.017900,0.019450,0.021079,0.022832,0.024728,0.026752,0.028911,0.031220,0.033719,0.036406,0.039247,0.042239,0.045421,0.048894,0.052668,0.056669,0.060897,0.065420,0.070346,0.075750,0.081641,0.088061,0.095037,0.102484,0.110509,0.119330,0.129028,0.139490,0.150540,0.162033,0.173878,0.186045,0.198556,0.211448,0.224763,0.238543,0.252820,0.267619,0.282827,0.298417,0.314357,0.330612,0.347142,0.364500,0.382725,0.401861,0.421954,0.443052,0.465204,0.488464,0.512888,0.538532,0.565459,0.593731,0.623418,0.654589,0.687318,0.721684,0.757768,0.795657,0.835440,0.877212,0.921072
1972,0.020646,0.001275,0.000898,0.000718,0.000593,0.000543,0.000511,0.000480,0.000435,0.000380,0.000333,0.000329,0.000408,0.000593,0.000854,0.001142,0.001411,0.001646,0.001824,0.001953,0.002083,0.002206,0.002266,0.002247,0.002171,0.002071,0.001988,0.001938,0.001942,0.001991,0.002057,0.002129,0.002219,0.002326,0.002455,0.002614,0.002803,0.003015,0.003249,0.003513,0.003807,0.004146,0.004547,0.005021,0.005559,0.006167,0.006817,0.007472,0.008117,0.008779,0.009493,0.010307,0.011248,0.012342,0.013575,0.014917,0.016344,0.017862,0.019467,0.021167,0.023013,0.024992,0.027042,0.029151,0.031360,0.033736,0.036332,0.039157,0.042236,0.045578,0.049227,0.053152,0.057296,0.061645,0.066266,0.071263,0.076718,0.082646,0.089087,0.096055,0.103530,0.111533,0.120125,0.129329,0.139138,0.149530,0.160488,0.172000,0.184062,0.196676,0.209842,0.223561,0.237830,0.252642,0.267986,0.283687,0.299698,0.315970,0.332446,0.349069,0.366522,0.384848,0.404091,0.424295,0.445510,0.467786,0.491175,0.515734,0.541520,0.568596,0.597026,0.626877,0.658221,0.691132,0.725689,0.761973,0.800072,0.840076,0.882079,0.926183
1973,0.019807,0.001275,0.000880,0.000710,0.000613,0.000560,0.000526,0.000492,0.000446,0.000388,0.000340,0.000334,0.000414,0.000600,0.000863,0.001155,0.001426,0.001662,0.001837,0.001962,0.002085,0.002203,0.002264,0.002254,0.002194,0.002114,0.002046,0.002001,0.001995,0.002023,0.002063,0.002113,0.002190,0.002301,0.002442,0.002618,0.002817,0.003029,0.003247,0.003483,0.003744,0.004052,0.004431,0.004895,0.005431,0.006043,0.006692,0.007329,0.007933,0.008538,0.009185,0.009942,0.010853,0.011956,0.013224,0.014615,0.016078,0.017597,0.019153,0.020770,0.022513,0.024404,0.026406,0.028523,0.030778,0.033216,0.035850,0.038664,0.041662,0.044876,0.048387,0.052193,0.056229,0.060490,0.065044,0.069984,0.075394,0.081307,0.087767,0.094786,0.102346,0.110455,0.119153,0.128457,0.138373,0.148903,0.160045,0.171801,0.184167,0.197141,0.210719,0.224891,0.239649,0.254975,0.270854,0.287056,0.303523,0.320189,0.336984,0.353833,0.371525,0.390101,0.409606,0.430087,0.451591,0.474171,0.497879,0.522773,0.548912,0.576357,0.605175,0.635434,0.667206,0.700566,0.735594,0.772374,0.810993,0.851542,0.894120,0.938826
1974,0.018731,0.001178,0.000822,0.000693,0.000560,0.000512,0.000483,0.000454,0.000412,0.000360,0.000315,0.000311,0.000388,0.000568,0.000820,0.001100,0.001360,0.001584,0.001750,0.001867,0.001981,0.002092,0.002148,0.002138,0.002080,0.002003,0.001937,0.001896,0.001896,0.001930,0.001978,0.002033,0.002106,0.002200,0.002315,0.002460,0.002633,0.002824,0.003032,0.003265,0.003523,0.003828,0.004204,0.004667,0.005203,0.005810,0.006450,0.007084,0.007691,0.008300,0.008956,0.009709,0.010578,0.011587,0.012725,0.013970,0.015300,0.016713,0.018204,0.019788,0.021494,0.023339,0.025316,0.027432,0.029696,0.032149,0.034775,0.037526,0.040391,0.043415,0.046706,0.050288,0.054100,0.058147,0.062488,0.067215,0.072388,0.078014,0.084126,0.090756,0.097853,0.105509,0.113896,0.123082,0.132986,0.143477,0.154446,0.165825,0.177594,0.189772,0.202389,0.215480,0.229074,0.243198,0.257869,0.272892,0.288227,0.303829,0.319648,0.335630,0.352412,0.370032,0.388534,0.407961,0.428359,0.449776,0.472265,0.495879,0.520672,0.546706,0.574041,0.602743,0.632881,0.664525,0.697751,0.732638,0.769270,0.807734,0.848121,0.890527
1975,0.017831,0.001134,0.000788,0.000613,0.000536,0.000486,0.000454,0.000423,0.000381,0.000330,0.000287,0.000284,0.000357,0.000527,0.000766,0.001031,0.001279,0.001499,0.001670,0.001800,0.001928,0.002051,0.002122,0.002127,0.002085,0.002027,0.001976,0.001935,0.001916,0.001917,0.001926,0.001946,0.001997,0.002087,0.002211,0.002366,0.002544,0.002740,0.002952,0.003187,0.003453,0.003762,0.004116,0.004521,0.004977,0.005484,0.006038,0.006631,0.007262,0.007940,0.008687,0.009508,0.010384,0.011317,0.012320,0.013405,0.014598,0.015927,0.017408,0.019035,0.020804,0.022687,0.024664,0.026722,0.028888,0.031224,0.033749,0.036426,0.039259,0.042278,0.045557,0.049105,0.052873,0.056863,0.061128,0.065745,0.070775,0.076234,0.082157,0.088563,0.095436,0.102810,0.110748,0.119280,0.128391,0.138056,0.148252,0.158963,0.170187,0.181930,0.194198,0.206998,0.220332,0.234200,0.248598,0.263311,0.278290,0.293482,0.308830,0.324272,0.340485,0.357510,0.375385,0.394155,0.413862,0.434555,0.456283,0.479097,0.503052,0.528205,0.554615,0.582346,0.611463,0.642036,0.674138,0.707845,0.743237,0.780399,0.819419,0.860390
1976,0.016872,0.001101,0.000773,0.000657,0.000522,0.000472,0.000440,0.000409,0.000368,0.000319,0.000279,0.000276,0.000345,0.000505,0.000729,0.000978,0.001211,0.001417,0.001579,0.001702,0.001825,0.001941,0.002006,0.002005,0.001957,0.001892,0.001836,0.001796,0.001783,0.001795,0.001818,0.001850,0.001905,0.001987,0.002096,0.002232,0.002392,0.002580,0.002796,0.003042,0.003323,0.003641,0.003998,0.004395,0.004835,0.005324,0.005860,0.006438,0.007055,0.007720,0.008457,0.009265,0.010124,0.011031,0.012006,0.013059,0.014224,0.015538,0.017022,0.018663,0.020447,0.022342,0.024326,0.026385,0.028545,0.030886,0.033412,0.036058,0.038816,0.041735,0.044889,0.048334,0.052078,0.056151,0.060570,0.065417,0.070647,0.076154,0.081913,0.088029,0.094607,0.101820,0.109797,0.118632,0.128265,0.138582,0.149491,0.160942,0.172930,0.185491,0.198667,0.212504,0.227043,0.242316,0.258345,0.274599,0.290989,0.307418,0.323782,0.339971,0.356969,0.374818,0.393559,0.413237,0.433899,0.455593,0.478373,0.502292,0.527406,0.553777,0.581466,0.610539,0.641066,0.673119,0.706775,0.742114,0.779219,0.818180,0.859089,0.902044
1977,0.015800,0.001101,0.000793,0.000601,0.000473,0.000446,0.000431,0.000412,0.000375,0.000323,0.000277,0.000268,0.000338,0.000507,0.000748,0.001016,0.001264,0.001478,0.001638,0.001751,0.001859,0.001964,0.002024,0.002030,0.001995,0.001947,0.001904,0.001864,0.001836,0.001821,0.001811,0.001815,0.001854,0.001937,0.002060,0.002214,0.002386,0.002575,0.002776,0.002996,0.003249,0.003542,0.003872,0.004243,0.004657,0.005113,0.005618,0.006184,0.006818,0.007517,0.008297,0.009135,0.009987,0.010834,0.011710,0.012651,0.013717,0.014953,0.016394,0.018018,0.019795,0.021675,0.023634,0.025650,0.027757,0.030033,0.032504,0.035136,0.037936,0.040929,0.044163,0.047661,0.051413,0.055434,0.059750,0.064453,0.069525,0.074876,0.080492,0.086458,0.092856,0.099829,0.107486,0.115906,0.125043,0.134805,0.145118,0.155943,0.167278,0.179152,0.191601,0.204665,0.218379,0.232769,0.247855,0.263184,0.278682,0.294267,0.309852,0.325345,0.341612,0.358693,0.376627,0.395459,0.415231,0.435993,0.457793,0.480682,0.504716,0.529952,0.556450,0.584272,0.613486,0.644160,0.676368,0.710187,0.745696,0.782981,0.822130,0.863236
1978,0.015294,0.001097,0.000801,0.000622,0.000510,0.000455,0.000420,0.000388,0.000346,0.000298,0.000258,0.000259,0.000334,0.000504,0.000741,0.001004,0.001250,0.001466,0.001629,0.001748,0.001865,0.001976,0.002038,0.002038,0.001993,0.001932,0.001878,0.001833,0.001808,0.001803,0.001804,0.001816,0.001858,0.001937,0.002049,0.002190,0.002351,0.002529,0.002719,0.002930,0.003174,0.003457,0.003775,0.004129,0.004525,0.004959,0.005443,0.005999,0.006638,0.007351,0.008156,0.009011,0.009851,0.010650,0.011455,0.012310,0.013306,0.014509,0.015971,0.017654,0.019502,0.021441,0.023440,0.025469,0.027567,0.029827,0.032287,0.034912,0.037710,0.040704,0.043949,0.047451,0.051179,0.055137,0.059369,0.063978,0.068979,0.074313,0.079985,0.086061,0.092580,0.099661,0.107430,0.115959,0.125196,0.135046,0.145432,0.156310,0.167673,0.179546,0.191965,0.204962,0.218571,0.232816,0.247715,0.262874,0.278225,0.293694,0.309201,0.324661,0.340894,0.357938,0.375835,0.394627,0.414358,0.435076,0.456830,0.479672,0.503655,0.528838,0.555280,0.583044,0.612196,0.642806,0.674946,0.708693,0.744128,0.781334,0.820401,0.861421
1979,0.014574,0.000987,0.000721,0.000616,0.000488,0.000441,0.000412,0.000381,0.000337,0.000282,0.000235,0.000228,0.000301,0.000476,0.000724,0.001001,0.001258,0.001481,0.001645,0.001760,0.001869,0.001977,0.002042,0.002056,0.002033,0.001996,0.001960,0.001925,0.001897,0.001878,0.001864,0.001861,0.001884,0.001942,0.002030,0.002145,0.002280,0.002438,0.002618,0.002824,0.003064,0.003342,0.003654,0.004002,0.004390,0.004817,0.005292,0.005833,0.006448,0.007131,0.007896,0.008711,0.009526,0.010318,0.011126,0.011997,0.012994,0.014149,0.015496,0.017020,0.018686,0.020464,0.022362,0.024371,0.026509,0.028822,0.031313,0.033943,0.036709,0.039641,0.042814,0.046240,0.049871,0.053708,0.057798,0.062231,0.067045,0.072213,0.077755,0.083713,0.090118,0.097035,0.104531,0.112648,0.121375,0.130678,0.140531,0.150922,0.161853,0.173337,0.185391,0.198031,0.211268,0.225111,0.239562,0.254261,0.269139,0.284124,0.299137,0.314094,0.329799,0.346289,0.363603,0.381783,0.400872,0.420916,0.441962,0.464060,0.487263,0.511626,0.537207,0.564068,0.592271,0.621885,0.652979,0.685628,0.719909,0.755905,0.793700,0.833385
1980,0.013980,0.001064,0.000719,0.000598,0.000465,0.000422,0.000394,0.000366,0.000324,0.000271,0.000225,0.000220,0.000292,0.000464,0.000707,0.000977,0.001229,0.001453,0.001626,0.001758,0.001886,0.002008,0.002082,0.002095,0.002063,0.002014,0.001968,0.001929,0.001903,0.001893,0.001888,0.001892,0.001916,0.001967,0.002044,0.002145,0.002269,0.002415,0.002587,0.002785,0.003018,0.003288,0.003594,0.003940,0.004328,0.004761,0.005243,0.005779,0.006372,0.007024,0.007741,0.008519,0.009346,0.010218,0.011148,0.012179,0.013305,0.014486,0.015716,0.017028,0.018437,0.020012,0.021822,0.023910,0.026246,0.028810,0.031517,0.034294,0.037098,0.039997,0.043117,0.046541,0.050252,0.054283,0.058649,0.063418,0.068552,0.073958,0.079614,0.085617,0.092043,0.099067,0.106844,0.115472,0.124871,0.134904,0.145456,0.156464,0.167918,0.179854,0.192320,0.205370,0.219052,0.233405,0.248462,0.263768,0.279253,0.294836,0.310433,0.325955,0.342253,0.359366,0.377334,0.396201,0.416011,0.436811,0.458652,0.481584,0.505663,0.530947,0.557494,0.585369,0.614637,0.645369,0.677637,0.711519,0.747095,0.784450,0.823672,0.864856
1981,0.013152,0.000970,0.000699,0.000518,0.000480,0.000422,0.000384,0.000349,0.000308,0.000262,0.000226,0.000226,0.000293,0.000444,0.000656,0.000892,0.001115,0.001314,0.001472,0.001593,0.001712,0.001827,0.001906,0.001938,0.001936,0.001922,0.001910,0.001893,0.001876,0.001864,0.001854,0.001854,0.001878,0.001933,0.002016,0.002124,0.002251,0.002396,0.002558,0.002742,0.002956,0.003208,0.003505,0.003851,0.004246,0.004690,0.005177,0.005702,0.006261,0.006864,0.007522,0.008247,0.009042,0.009912,0.010860,0.011911,0.013045,0.014218,0.015416,0.016674,0.018030,0.019550,0.021285,0.023274,0.025494,0.027925,0.030509,0.033207,0.035994,0.038917,0.042081,0.045525,0.049204,0.053127,0.057332,0.061883,0.066811,0.072109,0.077795,0.083904,0.090469,0.097530,0.105118,0.113260,0.121963,0.131225,0.141046,0.151427,0.162375,0.173895,0.185996,0.198680,0.211950,0.225801,0.240230,0.254912,0.269784,0.284773,0.299803,0.314793,0.330533,0.347059,0.364412,0.382633,0.401764,0.421853,0.442945,0.465093,0.488347,0.512764,0.538403,0.565323,0.593589,0.623268,0.654432,0.687153,0.721511,0.757587,0.795466,0.835239
1982,0.012779,0.000950,0.000635,0.000512,0.000409,0.000379,0.000361,0.000340,0.000305,0.000260,0.000220,0.000213,0.000273,0.000419,0.000626,0.000857,0.001073,0.001261,0.001404,0.001507,0.001608,0.001707,0.001772,0.001794,0.001785,0.001762,0.001742,0.001732,0.001738,0.001759,0.001789,0.001822,0.001862,0.001907,0.001962,0.002036,0.002133,0.002253,0.002396,0.002568,0.002769,0.003005,0.003288,0.003622,0.004006,0.004440,0.004918,0.005432,0.005979,0.006568,0.007213,0.007926,0.008709,0.009570,0.010510,0.011550,0.012671,0.013839,0.015041,0.016308,0.017676,0.019196,0.020905,0.022832,0.024964,0.027299,0.029791,0.032395,0.035088,0.037920,0.040972,0.044304,0.047921,0.051849,0.056098,0.060689,0.065605,0.070824,0.076341,0.082201,0.088476,0.095210,0.102395,0.110053,0.118203,0.126864,0.136053,0.145784,0.156067,0.166909,0.178316,0.190289,0.202826,0.215925,0.229578,0.243486,0.257593,0.271836,0.286147,0.300454,0.315477,0.331251,0.347813,0.365204,0.383464,0.402637,0.422769,0.443908,0.466103,0.489408,0.513878,0.539572,0.566551,0.594879,0.624622,0.655854,0.688646,0.723079,0.759233,0.797194
1983,0.012287,0.000911,0.000639,0.000520,0.000421,0.000372,0.000339,0.000311,0.000277,0.000238,0.000208,0.000210,0.000271,0.000407,0.000595,0.000806,0.001005,0.001177,0.001306,0.001399,0.001489,0.001579,0.001640,0.001666,0.001667,0.001656,0.001649,0.001650,0.001667,0.001698,0.001739,0.001782,0.001827,0.001872,0.001923,0.001989,0.002077,0.002192,0.002338,0.002515,0.002724,0.002965,0.003238,0.003544,0.003888,0.004277,0.004717,0.005206,0.005748,0.006346,0.007003,0.007727,0.008528,0.009413,0.010382,0.011453,0.012604,0.013793,0.015003,0.016269,0.017645,0.019177,0.020877,0.022766,0.024849,0.027125,0.029586,0.032231,0.035060,0.038098,0.041393,0.044962,0.048781,0.052857,0.057220,0.061928,0.066999,0.072413,0.078180,0.084334,0.090929,0.097993,0.105521,0.113527,0.122036,0.131074,0.140664,0.150821,0.161555,0.172871,0.184768,0.197243,0.210290,0.223901,0.238063,0.252490,0.267122,0.281895,0.296736,0.311573,0.327152,0.343510,0.360685,0.378719,0.397655,0.417538,0.438415,0.460336,0.483352,0.507520,0.532896,0.559541,0.587518,0.616894,0.647738,0.680125,0.714132,0.749838,0.787330,0.826697
1984,0.011929,0.000866,0.000600,0.000429,0.000359,0.000334,0.000320,0.000304,0.000278,0.000244,0.000215,0.000216,0.000274,0.000405,0.000589,0.000793,0.000985,0.001156,0.001293,0.001399,0.001506,0.001610,0.001677,0.001697,0.001683,0.001655,0.001633,0.001628,0.001651,0.001697,0.001755,0.001812,0.001867,0.001917,0.001969,0.002034,0.002122,0.002237,0.002383,0.002561,0.002772,0.003011,0.003274,0.003560,0.003876,0.004234,0.004643,0.005108,0.005632,0.006219,0.006868,0.007583,0.008369,0.009230,0.010169,0.011204,0.012324,0.013504,0.014738,0.016048,0.017478,0.019049,0.020750,0.022590,0.024586,0.026765,0.029139,0.031702,0.034463,0.037445,0.040678,0.044182,0.047962,0.052030,0.056405,0.061161,0.066269,0.071641,0.077257,0.083197,0.089555,0.096451,0.103955,0.112131,0.120950,0.130356,0.140301,0.150762,0.161740,0.173259,0.185350,0.198040,0.211355,0.225315,0.239933,0.254785,0.269799,0.284894,0.299986,0.314986,0.330735,0.347272,0.364635,0.382867,0.402011,0.422111,0.443217,0.465377,0.488646,0.513079,0.538733,0.565669,0.593953,0.623650,0.654833,0.687574,0.721953,0.758051,0.795953,0.835751
1985,0.011938,0.000856,0.000599,0.000449,0.000393,0.000343,0.000311,0.000285,0.000256,0.000225,0.000204,0.000214,0.000279,0.000413,0.000597,0.000803,0.000997,0.001168,0.001298,0.001395,0.001490,0.001585,0.001649,0.001675,0.001673,0.001659,0.001650,0.001656,0.001687,0.001739,0.001800,0.001862,0.001926,0.001990,0.002058,0.002141,0.002243,0.002361,0.002497,0.002653,0.002839,0.003054,0.003299,0.003573,0.003884,0.004238,0.004642,0.005098,0.005611,0.006184,0.006818,0.007518,0.008296,0.009158,0.010103,0.011148,0.012274,0.013449,0.014660,0.015936,0.017328,0.018867,0.020545,0.022376,0.024374,0.026560,0.028939,0.031508,0.034274,0.037259,0.040516,0.044054,0.047846,0.051897,0.056244,0.060949,0.066048,0.071538,0.077439,0.083777,0.090618,0.097951,0.105720,0.113917,0.122607,0.131872,0.141783,0.152385,0.163697,0.175712,0.188415,0.201785,0.215794,0.230417,0.245623,0.261047,0.276604,0.292204,0.307749,0.323136,0.339293,0.356258,0.374071,0.392774,0.412413,0.433034,0.454685,0.477419,0.501290,0.526355,0.552673,0.580306,0.609322,0.639788,0.671777,0.705366,0.740634,0.777666,0.816549,0.857377
